666; -.19155909E+04
12; -.19155913E+04
444; -.19155883E+04
777; -.19155877E+04
11; -.19155898E+04
10; -.19155885E+04
999; -.19155913E+04
555; -.19155927E+04
111; -.19154563E+04
888; -.19155932E+04
13; -.19155907E+04
14; -.19155898E+04
222; -.19156217E+04
333; -.19155937E+04
