1,-.17903350E+04
2,-.17903293E+04
3,-.17903140E+04
4,-.17902909E+04
5,-.17902619E+04
6,-.17902286E+04
7,-.17901926E+04
8,-.17901571E+04
9,-.17901243E+04
10,-.17900975E+04
11,-.17900786E+04
12,-.17900685E+04
13,-.17900689E+04
14,-.17900804E+04
15,-.17901025E+04
16,-.17901339E+04
17,-.17901735E+04
18,-.17902196E+04
19,-.17902703E+04
20,-.17903241E+04
21,-.17903791E+04
22,-.17904331E+04
23,-.17904843E+04
24,-.17905286E+04
25,-.17905629E+04
26,-.17905841E+04
27,-.17905893E+04
28,-.17905773E+04
29,-.17905485E+04
30,-.17905059E+04
31,-.17904533E+04
32,-.17903950E+04
33,-.17903353E+04
34,-.17902775E+04
35,-.17902241E+04
36,-.17901761E+04
37,-.17901344E+04
38,-.17900990E+04
39,-.17900700E+04
40,-.17900470E+04
41,-.17900300E+04
42,-.17900191E+04
43,-.17900135E+04
44,-.17900135E+04
45,-.17900188E+04
46,-.17900289E+04
47,-.17900432E+04
48,-.17900613E+04
49,-.17900823E+04
50,-.17901055E+04
51,-.17901305E+04
52,-.17901568E+04
53,-.17901836E+04
54,-.17902109E+04
55,-.17902379E+04
56,-.17902643E+04
57,-.17902901E+04
58,-.17903151E+04
59,-.17903382E+04
60,-.17903585E+04
61,-.17903748E+04
62,-.17903861E+04
63,-.17903917E+04
64,-.17903903E+04
65,-.17903823E+04
66,-.17903681E+04
67,-.17903492E+04
68,-.17903266E+04
69,-.17903015E+04
70,-.17902757E+04
71,-.17902506E+04
72,-.17902266E+04
73,-.17902047E+04
74,-.17901850E+04
75,-.17901677E+04
76,-.17901531E+04
77,-.17901419E+04
78,-.17901343E+04
79,-.17901290E+04
80,-.17901267E+04
81,-.17901273E+04
82,-.17901304E+04
83,-.17901358E+04
84,-.17901436E+04
85,-.17901526E+04
86,-.17901629E+04
87,-.17901744E+04
88,-.17901858E+04
89,-.17901969E+04
90,-.17902079E+04
91,-.17902185E+04
92,-.17902284E+04
93,-.17902371E+04
94,-.17902447E+04
95,-.17902507E+04
96,-.17902554E+04
97,-.17902582E+04
98,-.17902591E+04
99,-.17902580E+04
100,-.17902550E+04
101,-.17902512E+04
102,-.17902465E+04
103,-.17902403E+04
104,-.17902332E+04
105,-.17902258E+04
106,-.17902182E+04
107,-.17902113E+04
108,-.17902049E+04
109,-.17901996E+04
110,-.17901957E+04
111,-.17901936E+04
112,-.17901935E+04
113,-.17901958E+04
114,-.17902002E+04
115,-.17902070E+04
116,-.17902157E+04
117,-.17902260E+04
118,-.17902372E+04
119,-.17902492E+04
120,-.17902614E+04
121,-.17902734E+04
122,-.17902845E+04
123,-.17902941E+04
124,-.17903023E+04
125,-.17903086E+04
126,-.17903129E+04
127,-.17903158E+04
128,-.17903167E+04
129,-.17903160E+04
130,-.17903145E+04
131,-.17903119E+04
132,-.17903087E+04
133,-.17903051E+04
134,-.17903016E+04
135,-.17902990E+04
136,-.17902974E+04
137,-.17902975E+04
138,-.17902990E+04
139,-.17903013E+04
140,-.17903043E+04
141,-.17903070E+04
142,-.17903094E+04
143,-.17903116E+04
144,-.17903130E+04
145,-.17903143E+04
146,-.17903165E+04
147,-.17903189E+04
148,-.17903216E+04
149,-.17903248E+04
150,-.17903279E+04
151,-.17903302E+04
152,-.17903314E+04
153,-.17903311E+04
154,-.17903290E+04
155,-.17903256E+04
156,-.17903210E+04
157,-.17903159E+04
158,-.17903109E+04
159,-.17903067E+04
160,-.17903036E+04
161,-.17903029E+04
162,-.17903049E+04
163,-.17903096E+04
164,-.17903172E+04
165,-.17903276E+04
166,-.17903398E+04
167,-.17903535E+04
168,-.17903674E+04
169,-.17903807E+04
170,-.17903925E+04
171,-.17904018E+04
172,-.17904089E+04
173,-.17904131E+04
174,-.17904142E+04
175,-.17904132E+04
176,-.17904097E+04
177,-.17904043E+04
178,-.17903972E+04
179,-.17903893E+04
180,-.17903805E+04
181,-.17903713E+04
182,-.17903632E+04
183,-.17903559E+04
184,-.17903494E+04
185,-.17903452E+04
186,-.17903432E+04
187,-.17903433E+04
188,-.17903458E+04
189,-.17903508E+04
190,-.17903578E+04
191,-.17903666E+04
192,-.17903772E+04
193,-.17903885E+04
194,-.17904001E+04
195,-.17904116E+04
196,-.17904224E+04
197,-.17904318E+04
198,-.17904397E+04
199,-.17904456E+04
